N,P,K,temperature,humidity,ph,rainfall,label
81,40,26,17.309097,49.558056,6.076043,68.536026,mustard
112,32,26,20.25711,58.004369,7.348834,65.343507,wheat
113,55,29,16.111975,46.25991,6.528935,57.304712,wheat
75,37,31,13.28348,45.166234,8.187003,51.639501,barley
34,64,51,15.166278,20.902933,7.909224,54.154459,lentil
20,35,25,31.61426,75.941845,6.632206,470.148744,mungbean
160,45,73,29.59248,77.369743,7.721623,1456.408332,sugarcane
69,20,27,34.712743,30.331668,8.150718,389.100937,pearl_millet
111,39,61,27.818381,76.553885,6.741556,1617.326637,turmeric
90,41,35,28.886386,81.668974,5.064962,2452.797154,jute
122,49,43,24.369447,58.248197,6.292128,633.340228,cotton
50,41,40,28.62214,53.043523,6.46627,727.011698,groundnut
86,43,69,24.795625,68.57571,5.829741,1197.713152,turmeric
52,19,28,35.893872,37.853311,7.149485,230.470854,pearl_millet
119,36,35,28.106316,73.453431,6.127398,1600.642631,turmeric
83,56,44,22.216768,87.221909,5.756539,221.613293,rice
61,45,38,13.455504,37.129635,6.5442,78.751687,barley
60,45,45,13.337665,38.455523,7.580349,67.05355,mustard
101,36,44,24.584087,87.153518,5.309309,1700.045874,jute
81,52,34,14.786431,52.236195,6.110989,92.26928,wheat
93,47,29,21.759712,72.634179,6.666734,94.296652,maize
94,38,42,32.609196,85.787805,6.652297,1776.55874,jute
27,51,31,28.115887,66.024466,7.348163,787.806798,blackgram
58,36,16,21.718367,30.880425,7.057939,47.459556,cumin
61,33,30,16.472252,51.565471,7.560219,43.668817,barley
28,36,52,28.673587,54.938609,6.578382,1023.316027,pigeonpeas
33,40,25,28.763168,65.516762,7.13085,605.787414,blackgram
53,27,35,12.660642,40.859653,7.084427,30.821769,mustard
83,31,26,12.684916,47.985863,6.887162,37.423921,mustard
74,32,33,24.033188,67.353831,5.544335,586.527988,finger_millet
82,60,58,27.904269,90.155798,6.419887,228.33124,rice
24,65,46,13.750275,33.407054,7.722362,56.817574,lentil
78,28,36,27.152913,54.251613,6.451688,312.054242,sorghum
65,36,24,20.993281,63.933829,6.666629,858.399581,finger_millet
32,47,17,33.348995,74.642052,6.918054,637.759969,mungbean
75,54,41,20.62203,45.059863,7.595323,63.799996,wheat
109,58,82,30.100466,79.2869,6.185862,1833.972565,banana
22,58,43,19.276219,36.037374,7.444643,63.479998,lentil
34,46,34,27.30511,59.072567,6.529254,521.609837,mungbean
30,45,24,30.006688,59.144595,7.553486,470.531186,mungbean
140,74,85,29.331611,76.810808,5.948617,1183.17585,banana
20,49,23,31.296878,67.913483,6.493583,684.831728,mungbean
137,73,33,25.974206,62.110596,5.950495,61.177988,maize
120,38,66,31.180031,50.329978,6.192974,662.483756,cotton
61,26,25,15.217954,39.933959,6.444625,28.154203,mustard
133,58,47,32.231339,59.615507,6.444105,643.831362,cotton
38,30,29,23.463324,26.604183,6.8815,52.924813,cumin
101,46,51,23.428357,87.10456,6.653165,263.05102,rice
112,53,73,29.549352,72.919053,7.084785,1400.746924,sugarcane
113,76,76,33.546047,89.996534,7.132022,1089.811915,banana
69,39,35,21.429544,67.022306,6.584891,813.784587,finger_millet
75,33,24,25.836031,49.785073,5.947999,777.705972,finger_millet
113,46,48,31.493081,82.568801,5.500103,1700.864824,jute
65,43,27,15.106926,46.796688,6.682414,44.272602,barley
97,39,42,24.955816,65.701302,5.854192,1617.692735,turmeric
33,37,45,29.547463,61.21596,7.460198,650.859222,pigeonpeas
118,67,62,24.735978,84.040487,6.870036,1136.450578,banana
136,59,32,27.814214,56.786798,6.975596,92.053617,maize
82,31,30,15.328421,42.800593,7.686931,46.632171,mustard
104,53,35,28.194217,81.702812,5.84425,1364.350232,jute
105,35,47,30.670025,60.727428,5.668409,1212.002597,turmeric
41,37,39,24.427919,63.939432,6.434108,899.948575,finger_millet
93,74,28,26.268678,64.192655,5.9738,108.860493,maize
40,37,22,25.791743,50.490984,6.36039,840.827935,finger_millet
104,41,44,27.666904,80.686143,6.041621,295.852649,rice
104,55,86,24.491982,83.771019,5.756041,1335.07538,banana
78,39,37,20.038049,52.583909,6.814019,35.513999,wheat
137,75,19,23.380947,65.062671,5.673711,121.490301,maize
110,50,25,22.009703,61.934375,6.252865,71.33871,maize
94,56,60,25.785679,84.818867,6.424095,275.566411,rice
27,54,52,30.760016,43.635404,6.718713,751.149952,pigeonpeas
30,78,90,22.697397,12.242659,8.207255,60.746754,chickpea
120,63,58,32.715847,82.531758,6.315755,1324.07175,sugarcane
57,26,27,19.461949,25.061332,6.779787,41.882107,cumin
83,49,46,27.253791,78.730404,6.449081,1139.777456,turmeric
80,31,45,33.68074,36.918,7.548173,386.805801,sorghum
79,33,37,24.414205,88.348937,5.501864,2247.869349,jute
45,32,36,20.058484,47.572779,5.799396,789.742774,finger_millet
82,42,45,14.599989,53.200389,6.666436,57.471352,mustard
71,27,45,16.61881,44.837137,6.810863,79.887712,barley
27,51,44,16.021697,26.757299,7.005048,75.110055,lentil
55,30,27,23.622444,38.662956,7.675007,56.790154,cumin
92,36,38,28.983567,90.16467,6.465387,265.760286,rice
28,50,49,33.388697,59.272392,6.990456,867.055919,pigeonpeas
33,60,47,24.093678,61.842834,6.843958,644.693178,groundnut
32,63,42,14.69662,35.288509,6.867673,52.896149,lentil
97,70,17,26.245171,61.33826,6.451093,119.298475,maize
54,33,18,35.121832,24.050144,7.003419,322.620856,pearl_millet
25,35,23,31.093376,75.119375,7.711972,806.717081,blackgram
32,48,91,22.596925,27.81909,7.773612,50.118698,chickpea
59,39,26,26.804053,67.182563,6.672475,879.122007,finger_millet
22,51,29,28.316807,73.773775,7.418117,956.503932,blackgram
70,40,31,21.94574,25.891954,7.608186,58.735405,cumin
82,32,43,13.474384,50.449957,7.120413,26.712577,barley
58,27,20,36.067282,43.311315,7.461169,345.295286,pearl_millet
129,52,86,34.216186,67.874178,6.445273,1797.476802,sugarcane
106,55,53,29.50659,87.400599,6.014086,2415.016928,jute
30,50,49,12.367578,35.500538,6.797428,72.627508,lentil
70,32,20,27.57827,44.132567,7.663216,433.288524,sorghum
64,28,45,11.086737,46.907114,6.605314,62.865999,barley
45,59,55,29.721171,60.84346,7.185646,510.049197,groundnut
102,55,28,14.610485,42.126186,7.559787,36.020257,wheat
29,45,63,15.58066,37.807177,6.86113,80.434046,lentil
91,46,62,30.454574,53.957983,7.469875,464.67207,cotton
24,69,72,18.337815,12.873285,7.36984,66.263253,chickpea
93,55,49,30.427473,60.7174,6.128636,1329.300336,turmeric
46,45,30,16.867421,42.746904,6.889829,39.352172,mustard
29,55,33,27.086078,64.206547,6.171587,811.174501,blackgram
111,49,66,27.594419,61.995537,5.441128,1857.201305,turmeric
28,43,48,16.758357,39.291457,6.292997,94.189591,lentil
141,73,85,29.822301,82.35241,5.849372,1399.139718,banana
96,73,74,28.885378,80.794434,6.553514,1982.992562,banana
47,74,55,25.101414,42.596442,6.681399,652.034185,groundnut
27,57,59,30.933624,49.907013,6.87245,699.92363,pigeonpeas
81,42,29,10.908348,36.74938,6.460269,60.086409,mustard
80,31,32,23.239976,64.657499,6.265771,771.271717,finger_millet
109,47,21,23.44126,68.540756,6.839477,132.491275,maize
31,40,19,25.356337,72.083248,6.048633,973.655775,blackgram
32,53,90,16.12576,19.338458,8.091821,98.442381,chickpea
40,44,40,24.945288,51.548701,6.477126,989.411725,pigeonpeas
26,66,65,17.792661,26.047211,7.773565,117.184915,chickpea
57,34,20,23.283693,37.357772,7.14192,46.062724,cumin
92,52,44,18.590454,42.205402,7.708151,50.22307,wheat
83,43,27,10.030796,52.605035,8.19901,58.349512,barley
89,37,62,30.759007,61.358285,6.659523,1247.188169,turmeric
131,62,24,26.455108,74.074073,6.006636,60.92009,maize
73,45,46,15.734579,42.735609,7.382768,62.728743,wheat
65,33,26,13.14071,50.697598,7.147647,61.015847,mustard
33,59,39,25.421464,62.508499,5.929289,733.298788,pigeonpeas
123,59,58,25.14854,51.639936,7.936198,535.596229,cotton
54,32,15,19.653149,26.992733,6.83783,59.77776,cumin
137,66,35,27.122076,74.315409,5.637493,134.823881,maize
130,60,95,24.6732,80.678801,6.074861,1565.569575,banana
106,42,51,23.795525,81.316188,5.487714,303.244067,rice
55,21,29,31.061385,31.360726,6.326303,221.893319,pearl_millet
93,23,35,35.990908,46.142759,7.169873,484.350218,sorghum
92,28,36,35.226758,32.704655,7.235959,412.903141,sorghum
41,24,35,18.695672,25.838096,6.601906,21.015318,cumin
73,29,29,29.402457,42.511209,7.729364,215.095741,pearl_millet
26,75,81,18.667358,23.855295,7.712643,99.245696,chickpea
17,52,42,19.504134,38.895867,7.703849,67.613362,lentil
24,35,35,31.438831,59.598466,7.271649,1002.849593,pigeonpeas
114,63,25,26.416155,55.776259,6.665255,64.476839,maize
103,47,37,26.242237,76.872111,5.363573,1003.199251,turmeric
21,44,24,28.443152,79.048574,6.792308,540.690645,mungbean
67,22,20,26.855922,39.368522,6.754254,33.407484,cumin
24,76,61,22.700048,19.533744,6.892192,118.668996,chickpea
115,62,69,34.168009,68.123478,7.581099,1298.795851,sugarcane
80,44,39,28.631324,84.098166,5.490795,291.773248,rice
45,79,72,22.827222,21.605419,7.310854,73.894371,chickpea
29,76,67,19.577297,12.670176,8.174768,68.992725,chickpea
18,43,54,14.500237,26.474429,7.334478,85.99841,lentil
42,17,35,32.17318,38.345821,8.427351,186.444469,pearl_millet
104,60,36,29.552475,79.492302,6.794868,221.305699,rice
95,50,45,29.170687,83.194543,5.500918,296.392292,rice
26,43,23,26.979415,57.528051,7.1231,443.039532,mungbean
50,33,19,21.339861,37.747832,7.622603,21.470616,cumin
51,25,29,31.765825,32.286067,8.299916,351.778569,pearl_millet
35,35,26,33.880482,28.017266,8.322086,289.750627,pearl_millet
106,38,45,24.288428,73.181536,5.899904,1265.223566,turmeric
49,73,33,23.418026,49.788942,7.220192,523.568996,groundnut
94,56,55,25.89945,80.533677,5.569941,233.831586,rice
54,29,36,12.869722,53.816262,6.9692,59.246098,mustard
51,22,28,30.635735,26.439279,6.086807,233.157534,pearl_millet
87,32,32,26.069852,90.202697,6.6539,2181.370707,jute
115,72,86,27.391676,65.594469,6.011383,2099.514845,sugarcane
79,37,27,20.4551,62.747737,5.72382,697.694371,finger_millet
85,25,36,24.190845,61.316264,6.445522,897.669517,finger_millet
83,35,42,28.523815,89.947757,6.540732,2332.816777,jute
51,24,29,32.829169,42.97756,7.633855,286.682151,pearl_millet
26,41,29,29.675417,69.371333,6.971097,368.568118,mungbean
114,44,36,25.648086,53.968013,7.981352,783.654707,cotton
89,38,39,15.399719,45.286581,7.475005,75.355366,wheat
73,33,28,15.580508,41.919882,7.667059,67.287764,mustard
63,18,29,36.548352,26.426933,7.555728,239.868304,pearl_millet
73,28,21,22.107867,59.525349,5.532725,556.686083,finger_millet
101,31,54,25.306362,85.035653,6.21995,1323.192389,jute
80,38,39,12.162203,46.510404,7.45871,61.71319,barley
83,39,40,10.404466,37.306688,7.255768,68.178564,mustard
111,54,51,29.996642,49.84316,7.329793,632.031642,cotton
83,47,46,31.349253,66.67903,6.754539,1855.063421,turmeric
72,21,29,24.72924,62.363317,5.316792,856.00291,finger_millet
28,65,44,31.231837,43.298714,7.42078,574.325441,groundnut
20,44,48,25.594414,52.777255,6.788905,861.086402,pigeonpeas
21,48,29,27.651566,62.323829,7.715286,907.31304,blackgram
132,62,89,28.134196,69.731288,6.830164,2003.191199,sugarcane
153,59,89,28.878059,69.016792,7.141523,1151.225637,sugarcane
109,61,73,31.387179,75.368107,5.667845,1904.517919,banana
24,55,90,17.093519,19.587519,8.268652,80.666463,chickpea
20,43,46,14.710292,34.82487,6.664212,82.865902,lentil
100,47,45,29.381394,75.565252,6.801887,1426.44327,turmeric
123,36,60,31.946619,61.921762,7.620031,787.944379,cotton
107,45,42,15.439577,59.754576,7.333132,39.779065,wheat
106,53,37,20.80973,41.850809,7.197473,64.9478,wheat
30,51,23,30.486301,71.515183,7.592102,472.541328,mungbean
42,74,68,23.334645,16.464283,8.472919,104.090858,chickpea
38,27,34,31.338156,34.626417,7.451073,322.239348,pearl_millet
27,43,31,30.423853,60.106177,7.081516,583.852651,mungbean
57,25,28,31.831003,54.385957,7.68375,351.247879,sorghum
115,50,64,25.842654,62.750778,7.469683,652.048763,cotton
121,41,53,32.590086,46.821615,6.32124,642.961518,cotton
72,22,37,24.100672,65.058539,6.757164,856.03937,finger_millet
61,41,38,9.415044,53.788289,6.581297,47.03287,mustard
29,50,48,23.706001,57.49081,7.217894,461.44119,groundnut
24,64,51,18.995109,29.650847,6.232733,99.34631,lentil
95,51,26,22.022604,57.69957,7.010377,112.85842,maize
41,26,24,24.985503,33.209704,6.757027,43.155175,cumin
138,75,19,20.862799,66.010906,6.294478,143.784138,maize
48,19,21,37.895389,31.106284,7.767585,252.03837,pearl_millet
64,39,21,23.097756,42.929117,7.154715,26.259621,cumin
15,57,28,27.068829,76.242316,6.346198,625.055082,mungbean
129,65,22,24.44213,62.453143,6.986968,101.744828,maize
80,41,34,17.63925,45.615012,7.641633,81.252911,barley
70,37,36,27.11592,46.124972,6.377945,831.528903,finger_millet
66,25,27,34.040535,23.590515,6.196902,328.598249,pearl_millet
111,74,63,29.639591,84.660746,5.845577,1880.672714,banana
66,45,43,13.539426,47.475444,7.183581,85.969211,barley
142,74,95,27.869261,89.839363,5.900715,1212.978399,banana
30,37,17,28.902994,69.074502,6.259962,565.118963,mungbean
77,25,27,30.117877,54.483751,7.302158,498.737,sorghum
135,73,61,29.446237,69.916705,6.467476,1455.517413,sugarcane
45,33,25,22.013435,51.261032,5.570282,675.534695,finger_millet
49,59,59,23.981449,44.765105,6.292986,545.678026,groundnut
71,32,43,13.514785,38.131195,6.009079,69.521199,mustard
26,57,49,30.333579,54.488484,6.750785,958.399015,pigeonpeas
131,45,27,26.515372,59.641572,6.257493,77.884107,maize
78,29,32,30.255806,38.38994,6.727439,182.907769,pearl_millet
103,39,66,27.469265,45.153821,7.620172,723.249209,cotton
35,52,50,29.016918,58.679249,6.402116,385.867443,groundnut
135,49,81,27.482492,65.248727,6.598693,2135.110225,sugarcane
64,17,19,39.260046,41.376398,6.325913,191.371376,pearl_millet
50,27,31,12.481124,37.18761,6.629149,71.835293,mustard
61,37,34,20.738156,27.430368,8.045007,59.994461,cumin
19,53,25,29.661877,58.805833,6.55491,926.447455,blackgram
108,38,48,28.885179,59.576294,7.920065,595.996328,cotton
143,71,74,26.817603,77.66484,5.612448,1412.112939,banana
15,37,26,32.159191,68.972745,7.230391,486.116041,mungbean
19,51,35,24.329513,66.179357,6.870467,653.56974,blackgram
151,62,73,26.88958,84.84847,7.77599,1736.88948,sugarcane
35,31,27,33.189769,36.852594,7.368721,416.58568,pearl_millet
77,32,42,12.613794,37.944118,6.279519,54.955047,mustard
114,67,80,28.13967,70.165553,7.245428,1732.897873,sugarcane
75,44,37,15.771622,53.515034,6.520148,87.910895,barley
100,40,66,25.085753,72.214355,5.482754,1087.624474,turmeric
83,38,39,24.056381,61.30022,6.010943,776.496164,finger_millet
79,38,42,33.869607,35.399632,6.582673,344.845161,sorghum
32,39,22,23.347008,76.21747,6.703199,875.721948,blackgram
114,55,35,30.079091,45.223971,6.8481,523.117203,cotton
33,49,56,30.657931,61.214655,6.362226,634.780592,pigeonpeas
23,52,61,13.990276,38.374565,7.099395,62.626666,lentil
116,48,17,25.235346,74.501743,6.505196,124.280205,maize
94,76,90,30.974796,89.428435,5.874293,1245.990749,banana
33,47,59,14.641845,20.332682,6.896733,71.566677,lentil
83,34,45,14.011309,44.356048,7.585944,71.102681,barley
98,53,39,29.109985,86.212518,6.748752,211.884963,rice
112,55,91,28.48788,89.115703,6.383743,1871.694973,banana
55,29,27,11.526862,44.338612,6.861984,37.953804,mustard
70,33,45,12.052831,38.342686,7.926058,41.807974,barley
74,34,18,35.930741,32.368302,7.538253,224.138512,pearl_millet
76,25,34,22.442114,59.71084,7.023549,632.401734,finger_millet
127,75,24,25.827457,64.891941,6.702847,119.091609,maize
98,40,44,26.141407,81.351365,5.359149,1631.050789,jute
74,16,30,39.408257,44.848663,6.985852,410.407809,pearl_millet
30,45,18,24.350594,68.077974,6.055104,703.078582,blackgram
29,50,48,12.723066,31.807292,6.892268,108.631472,lentil
110,54,45,24.345182,82.84309,6.402853,188.909727,rice
94,55,58,27.013958,61.709162,6.370017,1539.751456,turmeric
30,51,60,17.482639,32.981205,7.554524,100.608385,lentil
24,44,58,13.608889,27.887003,6.688021,79.559184,lentil
138,79,61,24.137306,82.722806,7.136649,1460.252414,banana
103,51,55,25.393045,87.597914,6.015316,194.089247,rice
150,75,74,25.120573,74.927109,6.231615,1194.357453,sugarcane
23,59,20,26.66753,60.309489,7.188845,636.567436,mungbean
107,37,38,25.074613,81.988221,5.763015,196.259454,rice
56,27,42,16.382063,52.497967,6.87707,50.974765,mustard
138,36,43,33.843539,45.713153,7.520773,693.310953,cotton
89,31,37,16.962075,41.776023,7.650192,38.976467,barley
34,45,15,33.409128,60.025798,6.765119,552.442432,mungbean
44,59,53,27.233231,45.39152,7.018427,602.844112,pigeonpeas
35,44,19,25.285355,58.740071,6.318528,636.101105,blackgram
104,69,90,28.782729,81.992034,6.550941,1659.527111,banana
102,35,42,29.19135,62.037614,6.322659,1657.328326,turmeric
120,80,90,33.698263,83.753083,7.098782,1665.357618,banana
62,38,44,17.948548,39.899854,6.270245,42.62181,mustard
19,56,24,27.960187,66.539625,6.121627,588.657519,mungbean
67,26,35,12.310625,53.949545,7.340775,53.885598,barley
116,45,26,25.447507,72.494941,6.357496,136.808938,maize
49,33,21,23.373453,54.510888,5.376469,655.534607,finger_millet
60,32,41,10.886948,50.320518,7.557891,84.077684,barley
107,39,60,26.30104,50.036207,6.901448,454.776388,cotton
86,38,36,32.755235,90.742601,5.325225,1869.982449,jute
94,67,26,24.285039,58.130584,6.406512,123.384982,maize
22,58,92,18.215714,13.351555,8.154559,58.605461,chickpea
85,38,36,9.000475,35.370492,7.033498,30.870706,barley
117,65,15,23.821448,57.617623,5.726799,155.413164,maize
43,20,33,36.418762,25.349998,8.28015,330.880782,pearl_millet
140,69,93,24.278203,70.946613,6.756326,1717.81956,sugarcane
134,60,95,26.410635,85.367289,6.733354,1431.828924,banana
110,71,80,24.901403,81.983634,6.682886,1159.915217,banana
74,40,38,12.866425,53.981592,7.398199,37.982338,barley
148,65,64,32.869081,76.347057,5.843651,1392.925285,banana
70,33,29,12.005949,45.976694,7.160231,62.90268,mustard
72,29,24,24.849418,57.107513,5.616174,873.958579,finger_millet
28,49,31,29.086271,57.574778,6.398469,434.947691,groundnut
145,72,73,29.009064,74.68569,6.226124,1893.189404,sugarcane
29,49,26,32.023641,58.718358,7.187095,596.959917,mungbean
24,40,33,25.458693,55.178188,6.46748,733.076273,blackgram
124,48,33,26.076259,62.196498,5.946903,102.11189,maize
120,51,33,30.097166,77.075895,6.051444,2409.510991,jute
62,25,31,24.873399,46.058762,6.321286,696.080583,finger_millet
83,39,36,14.068139,35.951664,6.313681,82.987281,barley
144,67,93,30.798799,69.076963,7.475166,1529.097521,sugarcane
26,49,62,12.501256,38.148297,6.670888,83.297179,lentil
20,47,26,24.39748,77.812815,6.82006,751.981755,blackgram
154,59,55,24.503283,65.400064,7.189592,1643.074515,sugarcane
73,32,43,16.499469,51.086407,6.206243,81.035466,barley
31,47,33,25.427201,69.190496,7.12323,830.52726,blackgram
89,51,57,29.863609,76.30982,5.655641,1207.168823,turmeric
70,31,34,15.714673,58.13571,6.922464,56.850329,wheat
79,28,27,34.903988,47.046824,6.716852,451.823098,sorghum
74,25,22,20.496561,58.218174,7.180397,882.603498,finger_millet
34,43,19,26.279821,72.002754,6.312902,834.117031,blackgram
99,59,64,25.393782,56.886482,6.083192,936.669633,cotton
76,41,44,27.227052,82.328915,5.848293,1863.96572,jute
27,48,34,28.502963,77.639463,7.292524,864.121379,blackgram
113,33,34,15.553197,49.90129,7.430124,93.128961,wheat
89,34,39,34.129048,50.893556,5.943779,320.306114,sorghum
141,80,85,31.097364,76.872778,5.681064,1849.126933,banana
142,68,60,32.032025,65.500066,6.06105,1876.701207,sugarcane
115,48,34,25.90347,76.847016,6.032898,2059.35249,jute
70,40,29,14.591029,38.16859,6.447101,35.410226,mustard
32,40,55,18.14746,38.219898,7.852713,36.259719,lentil
71,23,19,38.68603,30.205734,7.436417,416.846809,pearl_millet
125,70,72,33.154159,73.678375,7.153254,1227.23809,sugarcane
73,32,37,30.511037,89.247954,6.35074,2227.368337,jute
28,57,34,23.15685,45.190758,5.902568,427.960065,groundnut
61,28,31,37.932637,29.270336,6.952364,358.725365,pearl_millet
98,54,52,29.185694,61.258949,6.611935,1181.900097,turmeric
45,62,32,25.73916,55.987061,6.501387,402.067418,groundnut
29,42,41,15.348553,36.29007,7.077748,103.259122,lentil
87,40,37,33.30672,37.478257,7.458981,398.767096,sorghum
34,42,20,29.203457,64.219671,6.480762,469.81067,mungbean
54,40,29,21.569436,33.334695,7.382818,24.065927,cumin
70,26,43,13.634365,35.891401,6.400483,53.249498,barley
136,48,15,22.913304,64.503417,6.120669,105.566082,maize
25,47,29,27.240254,58.365691,6.169848,714.374916,blackgram
104,44,45,26.934101,56.920538,7.736191,575.981072,cotton
122,62,17,25.032801,56.775465,5.614665,154.567354,maize
31,37,17,34.518054,70.379395,6.967532,419.587242,mungbean
81,22,35,32.635569,46.295003,6.392189,374.015996,sorghum
37,33,20,29.384683,31.208756,7.916681,234.164422,pearl_millet
109,44,56,29.901344,87.117262,6.627311,239.084796,rice
59,45,44,9.199724,50.006311,6.602684,39.841689,mustard
120,61,23,19.981964,57.88873,6.152992,125.082795,maize
21,69,56,25.462449,45.299639,6.438828,595.8435,groundnut
131,55,68,27.863654,60.717117,7.92874,541.688577,cotton
29,52,18,26.377591,66.019441,7.143651,429.643,mungbean
