N,P,K,temperature,humidity,ph,rainfall,label
85,47,36,27.929081423705085,85.24665360925901,6.696278527842164,201.31510882949482,rice
97,47,47,24.749537680619476,86.58884018146912,6.770817348351715,249.22819985435723,rice
97,56,37,25.461850634057036,88.38777401584866,5.590992390996164,251.20947234544798,rice
86,49,45,27.681865946022906,72.52412986811694,6.603127308371784,287.87377629289324,rice
89,49,43,27.38649478366053,87.34098205663997,5.8955868840282095,291.33134815869096,rice
84,42,47,23.08054930300918,80.44645134471781,5.703293236471378,228.19099368625194,rice
86,55,35,26.787348260476193,76.10910762087116,6.557741973126483,299.0919389851282,rice
96,40,40,25.055245041527105,83.70950896673159,6.233745692112015,236.69252763663138,rice
93,39,44,22.95420923769435,89.22564290601251,5.6855681246036465,273.70809827582457,rice
87,44,49,25.49886779947416,75.03767692769077,6.518613447186528,226.82554431961765,rice
81,37,42,28.167979775202447,88.15667039898928,6.704922822362354,242.56710726912576,rice
82,39,45,25.354945533444926,79.24624785135154,5.8560065049744825,240.56319567191244,rice
99,42,35,23.92060762798935,78.73109125964574,6.219986666871273,202.93015002514406,rice
85,57,39,29.52113847291443,70.16615368432089,6.447634756008078,288.1319288935915,rice
95,51,49,28.8520446038695,86.76480061990196,6.92268198790469,264.5628977692406,rice
88,39,40,26.644004754550856,81.08417991998071,6.05929310262285,260.13073459087605,rice
85,57,48,25.558780504478804,77.62509629840717,6.551375329985689,266.7426271320937,rice
91,37,47,23.803806054837903,85.75780583376297,6.259365221894475,249.77494559287314,rice
95,59,39,29.986750422601197,79.91532437836007,5.998111801382135,235.27736229447368,rice
84,59,35,25.64193316528251,83.93778405961251,6.832795807948576,251.5640030071515,rice
84,47,35,29.17459501937168,88.9862035109713,6.252438175995414,279.4960643256997,rice
83,41,45,26.062071753070526,89.46235059077962,6.626902213893926,269.44487559976307,rice
90,57,45,25.3507734941456,89.72713284734247,6.858523737682429,206.33701722388327,rice
97,40,35,27.169982866786057,75.7202107229704,6.588834876027278,229.10170506779625,rice
83,59,35,23.144632736103684,85.80323747212519,6.484524452915826,224.56399266137322,rice
85,39,42,26.799673805517763,83.67177724014944,6.263890399732098,200.64687373549367,rice
80,42,45,27.05306355421482,81.17112679890403,6.081494400105922,206.81099365848482,rice
92,38,46,23.15737270244658,81.49465101466487,6.472458373615102,247.21311258514407,rice
83,41,47,28.517989253450857,72.50957003701896,5.893579207016755,234.37543027963852,rice
88,59,46,28.882815337398366,75.9661623169069,6.966488637008382,283.7649431156117,rice
95,42,43,26.051061112947906,76.70532599316806,6.484898013036797,291.72641346493674,rice
90,48,44,28.26445640868736,83.31071091852996,6.543248931369252,258.9891579305578,rice
98,43,49,28.88395276813791,84.63208067930438,6.916150315933436,264.32541434348417,rice
87,49,36,25.96079861212648,83.84447827882522,6.111921182144601,230.52489416681345,rice
88,50,45,28.247150178737346,78.55889863807869,6.735563977716974,240.52693025234106,rice
97,51,45,28.550566620975875,80.01639665743967,6.139021073779258,265.4808109879113,rice
90,53,38,29.71368604261309,75.55225143813239,6.666170367309917,282.720420297217,rice
82,37,49,22.43559511703973,83.53900772245491,5.680216318000798,296.2973453900263,rice
84,47,38,27.728114220267827,85.86002699073171,6.7928221876098185,270.13146131382234,rice
96,50,38,22.943221598629208,88.06510712117334,5.589898696648053,254.89644807000607,rice
90,47,48,27.881642119755533,80.06498451164285,6.10845394349629,259.5677216027284,rice
86,37,42,22.030868648627692,83.01300439618937,5.814658228251631,238.2000142572681,rice
89,53,46,29.150707162713083,75.67150768437361,6.072875285851318,270.8307254069763,rice
96,35,46,22.06697936939722,88.76839706251684,6.057728678831771,229.27219638287602,rice
99,55,36,25.57674631152269,70.95553878316744,6.114529108407461,276.62259493247836,rice
94,59,37,26.32772323757193,74.31240493683644,5.591010546604373,283.0138941052772,rice
99,53,39,22.010174410213878,71.00158453253121,6.980498058543505,220.10897142533096,rice
83,44,37,26.669627641185954,75.90721332956406,5.564868799903285,236.04483072796398,rice
83,50,44,25.152530775485985,70.81025767387331,6.796578447388601,291.58238727318025,rice
83,58,35,27.425897142164267,79.87931774104945,6.380476864230829,233.78930966832976,rice
92,51,37,24.91597898663332,72.2558426626148,6.431430349400381,241.68377748121947,rice
90,41,48,24.400557166072673,71.86705242873587,5.9198584223733945,216.33349410911813,rice
84,36,48,27.194996388416,84.30679179465754,6.117107610571633,210.33772913475138,rice
90,42,43,25.530712179806944,78.00433583996723,5.545602963303724,256.06589644739586,rice
99,54,42,28.364952760746064,80.53739878043919,5.690226497057179,233.81694347286916,rice
80,53,48,23.99984157279769,82.54606059686941,6.187661463154703,267.54137211723753,rice
86,54,35,26.42228571758031,78.98275557599015,6.375701623371498,226.1836239401977,rice
94,43,35,25.108853765477285,71.31329250638545,6.848059056234467,207.972353398185,rice
98,42,39,27.45428135967874,87.0073101885204,5.704260109255933,259.3705119266763,rice
93,49,37,23.0559751857707,89.0882681188051,6.1528676112213665,236.58558974672238,rice
96,54,38,27.316842215915962,84.93142452825,6.575052104273961,245.5516545396245,rice
81,46,36,23.57330228872841,87.2733378930381,6.483331158097238,231.69286036704253,rice
94,46,44,22.584344279317204,84.2919650213556,5.8926602311468015,215.3312897089209,rice
81,49,45,28.44970296577044,71.78947199220866,6.285042285423564,295.74854415775496,rice
90,59,48,28.645955191588815,76.35716089925135,6.145965873625548,287.39849280771296,rice
80,53,46,24.235331316208747,73.85641877162874,6.262982366769999,277.2633241301538,rice
91,37,43,23.15646377207164,73.97634266114625,5.769797246249626,237.6229097096118,rice
80,39,44,22.802140505147214,79.20948572839333,6.321122905761573,250.74788540586312,rice
93,44,47,28.007898684007166,88.19297546612248,5.839650967708713,283.3314315960673,rice
81,35,36,29.039656371610683,87.81945466999451,6.218682512622319,295.1882866298275,rice
82,59,37,22.403586750000684,84.46744908782274,5.618209491665682,204.79898422139337,rice
82,40,42,28.923472744485956,79.65622336469505,5.858287496981097,271.1300082578033,rice
87,36,42,28.992542749127658,88.43786691292016,6.917021223359294,209.6583127465551,rice
89,46,39,25.644017104301106,84.91296762586538,6.681962180247114,294.7692004936573,rice
94,52,40,26.349584791329193,83.88241513157774,6.866696693576195,224.10810937054626,rice
82,51,45,24.377745350733388,87.99607960596413,6.063049862536444,297.1348344533187,rice
89,54,41,28.376632379465292,83.96771803479041,5.681537130855562,229.12040580735118,rice
95,39,42,29.907467921976924,89.08815064318934,6.133219270620503,271.0476676588063,rice
95,48,43,24.817006295243875,80.77981660662614,6.67187580766446,214.37884118618564,rice
89,41,46,28.17953153306928,78.35890467919,6.3861968442977695,215.20037190963586,rice
84,41,35,26.247012969140208,73.37642443975514,6.933286958896406,214.6425110187473,rice
87,51,43,29.855363646641035,89.58426095835702,6.068605887827802,223.60041196326432,rice
87,40,42,29.95278554866116,75.74652306808473,6.394790335885179,243.98897047904813,rice
94,43,37,24.121023563725757,77.64489935932517,6.22598624590174,268.9204777511982,rice
82,54,35,28.776745834513708,89.67090011960035,6.137495902636186,220.23666274510418,rice
95,52,36,29.62227998801835,71.53284598969091,6.275843449520788,219.55736341171576,rice
80,56,40,22.486222526545802,82.18615925947068,6.640068702746288,293.9709362504482,rice
82,55,37,22.366746678844073,86.66690600764774,5.985893234022417,206.76043457819586,rice
91,53,40,22.920018393509928,85.88281857506013,5.751308950844859,273.22040786966784,rice
98,55,45,29.511014147268376,88.2292730898298,5.9496592773879975,248.69158016823388,rice
94,48,46,27.78922920109216,82.87104583223193,6.385795224716717,275.3825798901377,rice
83,51,43,24.717095936840654,82.14067485280658,6.73592023457187,288.3605618223436,rice
90,56,39,24.05240745205421,87.59425031845943,6.224414726992906,253.79418620108754,rice
96,57,45,28.401411729762632,76.09833713525335,6.841131031931983,277.4019904498308,rice
99,49,44,26.706321936139403,78.9671071034069,6.66661386929774,200.57945231582204,rice
83,40,38,25.65446215993085,80.29069328121003,5.6590435024076156,252.6540359349464,rice
92,38,45,27.23989256494631,71.9368446806691,6.974374432024194,299.89032008594677,rice
87,47,37,26.906521574767137,74.56521319428225,5.506184139034507,290.2225005930016,rice
82,58,42,27.597820849528233,73.8786045212959,6.427332400937619,294.1298841662967,rice
99,38,39,29.734254172601783,85.86729476308227,6.915389321745444,216.24059730218528,rice
84,51,48,23.383539666447952,79.06613992703437,6.46046800456009,294.84604313561186,rice
97,58,39,24.768274921417852,85.24333009883262,6.238475739176378,250.50041981551928,rice
93,49,45,22.300080044811452,80.11747181946902,6.660126647835275,268.8703499558411,rice
83,59,36,26.184598396276723,86.58314898626014,5.969403895272684,224.83767818247588,rice
99,44,41,27.978769351129014,82.82423355782436,6.502882997765639,239.8303975944773,rice
85,44,46,27.61264176311665,74.30139926047396,5.698319566154833,264.82529876852914,rice
84,51,35,23.355990455726122,75.41076374351464,6.59996514948622,276.5973472621923,rice
94,38,46,27.7881745848995,71.31978663796183,6.770834607912533,266.8391147375999,rice
99,48,48,22.301166457429243,76.93760493504382,6.006696552721322,243.26422127152034,rice
89,35,42,22.405614797132237,77.87233930851683,5.843715826102947,213.73680787289445,rice
91,59,45,27.129867164160636,74.08059380530115,6.890615294000801,222.21655889064846,rice
98,52,42,22.841795025161744,79.10575272491407,6.329202265333728,230.2442366549418,rice
87,42,47,28.42324090358146,77.56600110901404,5.971711193214812,206.62546593806155,rice
97,52,40,27.861885174396683,70.78077112950056,6.118805955843891,298.651009816871,rice
98,53,39,24.20376592765068,89.00521134750979,6.665981192484411,289.8865474128649,rice
90,49,46,27.32160624156011,75.67726192575483,5.711934542073853,243.56333558671804,rice
82,40,44,23.56319470589788,83.21420555305691,6.874991511291643,243.73488742225237,rice
83,51,35,29.155397717573496,76.37678710142235,6.497906949980318,269.36719382995653,rice
90,38,39,25.42593171117579,82.72177899925309,6.221618304254853,268.75310077342107,rice
91,59,35,28.372425775169276,87.60063257008784,6.8313945964860014,229.10497825572915,rice
94,55,39,28.678429316780388,80.14781824508484,6.750732465667183,222.45173255218316,rice
89,49,47,29.477363421683613,78.3298689283698,6.251853953979293,214.51061461679777,rice
91,58,47,22.242645254365257,87.55982727722692,6.031411372555568,298.5112762635972,rice
80,35,45,26.112155299374464,89.55153175776444,6.641815938365287,276.59289453066924,rice
83,43,37,23.586853835848544,80.36758519469666,6.028666804081065,244.28651242245408,rice
81,55,39,26.46751277822481,76.40607062979338,6.624195664111076,287.7508926533722,rice
89,51,38,25.845080200937065,81.73586685270185,6.187628812959561,254.173251791997,rice
84,52,43,29.779700870389146,87.83866194009096,6.246218897377593,255.89347343656365,rice
86,47,37,26.910219065040497,72.11942830145168,6.505185559598473,269.54645583342364,rice
81,37,41,24.24744761266536,89.57323191227448,6.3094808438101815,234.8223631534883,rice
96,55,45,23.809778374328804,79.98790411424267,6.232203323348906,235.72599405992483,rice
81,42,38,25.56394117856776,77.97439351641779,6.088243354929607,295.2549822214404,rice
87,49,43,25.067628001995267,70.47220271679294,6.265378713798642,213.3503975263931,rice
84,49,46,28.95685620535629,85.99431423788647,5.517623255909698,218.2169498225671,rice
92,37,46,23.581873982820284,75.66011080104339,6.401064164480714,210.4610850220729,rice
97,35,35,26.47189759427077,72.42081268468849,6.577212051919533,299.0169854345984,rice
82,37,49,26.483290765670628,87.73589918116336,6.113998441697204,279.355094607738,rice
89,49,44,28.40054980301777,81.21272595954889,5.643701817946067,210.02729903828762,rice
83,45,40,28.101477165485797,78.38487570582397,6.885078656283683,211.44471694401392,rice
85,51,40,23.468388174643636,79.23453313237621,6.344216385947209,229.35364920585047,rice
88,59,42,27.409631221971257,84.68579394938382,6.550967719062483,292.993930671386,rice
94,36,40,23.031452717986017,75.5280962609965,5.728969741856004,252.94036984844334,rice
86,45,40,22.600288599540278,84.77804245887359,5.618177352679302,249.40489790084735,rice
83,54,42,27.60466906860791,74.30033693107261,6.144945789399484,266.21055488997575,rice
96,40,42,29.35092261572872,79.45350193806324,6.001999073556539,253.48221545908504,rice
86,49,46,29.46769544866096,74.57834680196268,6.2853788557699,291.2752551432982,rice
85,54,45,23.907878623369122,75.71853529936712,6.475677557805882,287.9127512095479,rice
90,53,47,27.24609138946723,75.89766038879151,5.962743182888947,228.06968365883677,rice
82,48,39,22.429381566295653,76.34009364415188,5.529891115703752,213.64688629903182,rice
84,54,36,27.20615918720378,78.54021732912663,6.585893717345477,266.12088692870356,rice
90,48,45,27.192516523658597,78.47052770877758,6.596040725789948,208.5725764769394,rice
87,55,47,23.413273258142556,86.08143416380175,6.020082036034207,251.8216678433595,rice
90,46,49,27.04141362289323,70.21990112493961,5.573099950267914,270.7421309000167,rice
96,57,47,29.22301973674512,76.67146836197261,5.525016602760641,220.76157802291738,rice
93,53,35,24.499089125967895,75.5863575424587,6.018341917422321,246.35770700445678,rice
93,47,46,23.48528048691275,70.89800023142466,6.965261616257155,232.06718074198045,rice
86,56,45,23.769095010072608,79.78432323346365,5.9185420925741905,252.50335855903234,rice
90,35,43,25.80205166711245,89.72400507710827,6.638722156750686,248.69832801545144,rice
87,49,39,23.991415580741837,73.33197152109338,5.69976201375817,259.3952938925622,rice
84,51,47,29.261567108331366,73.0992079707572,6.811211676514182,283.05160581055804,rice
80,53,35,27.84493473699992,87.31995230151797,6.127048595711697,257.31769921078404,rice
80,39,41,23.020790642458298,77.65360516490864,6.140068366352422,242.36564188063343,rice
89,59,40,29.084997440978356,84.72462907260928,6.211744538711451,232.31406695309948,rice
85,37,35,28.571706040621237,77.67078679584046,6.3155083306846675,258.6574154863863,rice
97,40,45,26.085541805129843,84.42602796782396,6.883744285063391,248.69634645079913,rice
83,54,48,27.693808418943465,83.70818251071894,6.8876010159532335,211.26709973592443,rice
92,59,37,23.046442267463874,80.75852932548463,6.138875621100379,298.62127854964945,rice
97,51,40,25.56273525160075,76.23269366807672,5.8030947416551175,254.6680209259442,rice
87,44,40,25.479810605759056,79.24621256469253,6.5706328241390075,268.6978917612762,rice
89,38,46,28.076119279137234,70.75623327860421,5.896302094286847,254.07631933095402,rice
95,44,38,29.645518688278514,85.25167164897587,6.6181172074217,276.0009937401578,rice
84,41,42,25.002653531079027,71.73950619192019,6.884705105780673,267.05001116219955,rice
81,47,36,24.179574617819995,87.35330724559628,5.783145012317531,293.95830052062325,rice
98,38,40,23.475803651566096,82.54887337266473,6.720487199319282,224.3041253978332,rice
85,53,35,29.09635359965349,84.1339076226381,6.529103707680921,279.29653934337585,rice
91,45,38,27.38406622206733,80.27546297303334,5.729871122865627,216.19548549879778,rice
90,51,39,27.259071101845343,75.46190179013132,6.560897090532818,219.01595174705275,rice
81,42,49,29.948872336568943,72.51977364668507,6.261623727139833,260.7035910991561,rice
86,50,48,27.91780596095068,77.25143074014727,5.52420174092407,274.7608848781564,rice
87,42,44,28.991256477388227,79.79191938138044,6.2243299097678975,207.44233187348783,rice
97,50,49,24.590602672587522,84.86000305009347,5.972653484373213,210.63525370012698,rice
94,37,40,23.22791694936305,78.08125268846054,5.582681477212279,287.019902615384,rice
87,48,39,24.08927833652986,81.57914948382853,6.237749343033224,258.42883115199163,rice
92,39,48,26.586481224881897,72.44968006665574,5.729909642800782,266.9162684505274,rice
97,55,37,25.86414827853897,77.29426991567487,6.591151649113047,250.79902054476122,rice
97,52,46,26.239839936259965,89.75348903101994,6.871150276735705,231.36083276734942,rice
97,44,45,26.105868007722112,86.98447480756253,6.543476123539853,251.87269693208628,rice
91,48,35,26.240673676371895,85.6386441792939,6.289933021340458,259.90637850824413,rice
96,49,36,24.880922151586773,77.93463905638063,6.134497641359018,235.8881385579565,rice
83,58,46,29.123952747538965,75.31136275223616,6.56596496569941,239.44876869723046,rice
91,54,42,29.85422936166438,77.49150368814854,5.992155373520444,237.66580672561304,rice
85,52,40,28.26797348605846,70.68669383475877,6.579401362645642,207.94181454369547,rice
96,35,40,22.0070597199213,82.30783516087746,6.785129904112366,287.66820984444723,rice
90,51,49,25.128817501828497,77.37825214341859,6.986082452703185,239.4471005489397,rice
98,54,49,24.626569374179013,76.03517863002844,5.857983346624788,265.41147636793704,rice
91,56,39,25.416297292854402,76.74347444166837,5.767621409625564,292.8612273114693,rice
87,44,39,22.372961989091515,74.12206149910416,6.69188963336446,261.0058605409649,rice
89,45,46,24.802496531525794,79.10851742075329,5.608414940989796,251.6307027378556,rice
99,59,40,22.324217027860595,80.18547296765794,6.3773476454922395,260.11628187219736,rice
99,56,37,26.623850303497854,82.11766975883232,6.878088295345834,230.0849195718978,rice
81,41,39,26.548609375058355,85.28491968790185,5.712510030569613,226.96731789684173,rice
81,59,43,27.704145564810943,76.18671470227663,5.676962706185897,258.64752904253896,rice
96,54,38,26.219765238905335,77.03703351131078,6.557811581195429,224.10315969369196,rice
98,47,39,22.23306787059229,77.49608342943343,6.136584871056114,219.13826167397738,rice
80,49,43,27.785086255560913,82.24725446154949,6.315642103596078,250.63522766639153,rice
86,44,40,29.236011428907034,84.0304901686601,6.854930138157545,225.32877554865397,rice
92,54,47,27.805763569512393,85.21051151908163,5.850820788728433,287.6412449409788,rice
87,39,48,26.93385034365183,73.9513472619422,6.146496784778438,235.83933604622302,rice
84,43,46,24.621389043717485,87.90632770523439,6.231211725293413,214.7127991089871,rice
91,45,44,29.403125913662954,70.32443975257674,5.996438579232759,232.90642684629674,rice
94,43,44,25.901151437076678,80.97556190623416,5.852418981333696,260.82322522035577,rice
88,49,42,28.43534552523142,88.85390840266388,6.624705049598812,239.55980018819045,rice
91,56,43,26.714413365394694,84.53013391745236,5.672781976069596,265.3619765993667,rice
85,39,45,27.115026300439098,83.26324877622305,6.179860697530884,210.99226479811688,rice
97,57,42,24.408746761468507,79.42329032974973,5.809143156121622,263.4702849096462,rice
83,50,41,26.086025883077124,88.44670444823508,6.000999053003069,221.6110956697645,rice
98,42,43,23.188326620484787,80.56850432302912,6.504728730925062,246.39636948020922,rice
80,55,41,23.954901961883593,86.04850231114749,5.571695929282294,221.77264696534,rice
81,40,45,22.09235906998521,82.77445896265407,5.604563528750749,256.5046970527022,rice
96,59,38,24.97522584771814,74.17251068978607,6.697049356229825,213.7271365285335,rice
93,47,39,22.549739312994998,71.25556936058419,6.600238931063737,264.3354137987846,rice
80,44,47,26.60991628394001,79.96844373336901,5.780724955156699,249.70683935928204,rice
96,55,43,25.996532547794203,71.46466966721391,6.005088085453514,205.81933214742543,rice
88,57,45,29.823002485916124,77.10160146304553,6.500835232656413,245.181815684789,rice
90,44,35,29.985915253792093,74.64085651655076,6.3147846026832815,223.4435363929439,rice
91,35,38,26.84636736734418,89.13384686072209,6.463852489771566,204.52599457893737,rice
90,38,41,26.616197968454916,80.95538780809092,6.5611838236762345,223.42185331202967,rice
80,53,49,27.093788120041047,70.95362109667894,6.323183919000951,204.59008324432182,rice
83,57,47,24.549036836723857,82.08044129756861,6.865422125533,216.6429693329977,rice
94,55,38,23.863253140941286,76.87202629197012,6.771222113374104,240.85255840033273,rice
95,35,41,23.340762843245834,76.288858187847,5.805845649867703,252.77096559936768,rice
87,46,43,25.744137066234675,73.60264310491581,6.055161094736291,291.81409498672105,rice
88,44,36,25.312157052401183,86.29270502460919,5.649490375198202,229.282714777779,rice
82,40,41,29.41991006745772,76.09671281875707,5.933775856198811,247.98769541422013,rice
88,35,48,26.401236495436862,72.23978581550351,5.584163536903228,224.81120842474886,rice
92,58,45,27.839288066690433,82.87742917439064,6.962952461410839,277.5080902046965,rice
87,35,38,29.88017156293223,78.3346723774896,5.84096501541663,230.83563438747439,rice
82,48,49,23.581270969750545,74.8915772049081,6.67222665738665,289.0194774543072,rice
86,50,48,25.177564705966297,88.46352550186519,5.786313048314069,279.03178081529745,rice
88,55,41,22.307098853228062,86.78088281367585,6.656193612482233,240.69967961238655,rice
84,39,36,28.362777596499036,87.17491570818859,5.8752447348230366,209.47086121969843,rice
89,59,46,28.226435208475937,82.44546698653424,5.775373140369949,224.3604166232683,rice
96,40,48,25.58997137436571,78.62917065465949,6.889401019292644,220.1523205354308,rice
81,54,35,28.70700482305583,86.38372741611427,6.696462943679512,260.6938837749985,rice
97,36,42,23.38883219168398,72.88948400439229,6.656654262984943,267.9085448080444,rice
87,43,38,26.913623070433605,75.26473531172003,5.92266609399845,261.3656219678422,rice
88,57,44,28.1899364467697,81.36654243698635,6.651563488660134,249.33008545109013,rice
82,37,39,22.692633575482965,88.36239405662543,6.858542137885612,281.68059999907234,rice
85,37,46,28.39412485553572,84.44270113554809,5.919703053168215,219.17122955097108,rice
88,36,43,28.1228367120264,70.57845314385236,5.892510982489674,273.72518993229664,rice
85,44,41,24.06922965954892,70.40079922138689,5.8571472430454365,224.7291791221946,rice
88,55,46,26.599728973264504,72.40004130080672,6.149783352618082,242.1628450682709,rice
97,45,47,29.399862093256665,81.63901925487058,5.578348434211031,240.27486079206912,rice
96,44,41,24.189936350791125,80.24974556944473,6.275760696931359,228.93123518623892,rice
86,48,38,26.53023175872368,89.23715712509546,6.093902073908469,233.31987760356247,rice
83,43,44,23.402076552745037,72.35795596713795,6.631229883702213,220.6402829305486,rice
97,56,37,27.939837661035476,79.21391779447181,6.514221639654201,286.19274427431566,rice
89,56,38,29.892822286190686,89.39015116446524,6.86058061916262,272.28264317779303,rice
96,43,45,25.561880855713703,82.98915159254479,5.509015765604918,264.67083675327063,rice
97,59,43,26.540858659901282,75.59305899800799,6.094312919226926,230.93685078923295,rice
86,40,48,24.969517886214494,71.50837355015246,5.834856312022999,283.38475787438824,rice
82,35,47,28.623586424192368,70.37076430857209,6.53983614110358,201.57960420764292,rice
90,43,38,24.007967577974455,87.20339512861318,6.125275195971067,263.78553588323416,rice
96,53,40,23.115141117347527,75.33069965368806,6.527020907289034,207.0747325451195,rice
84,48,47,26.693231660583038,72.91822808789624,6.115572674679994,254.08901146124447,rice
94,49,35,22.925845642928316,83.0199979142946,6.01736660099377,246.55177254651232,rice
95,42,45,23.79770951853756,71.47986072660883,6.8709535248452696,263.00256245365205,rice
93,38,43,27.311982532649772,84.81801831638188,6.458708734277291,205.79424247037497,rice
95,47,48,24.198630593816794,88.98500273024057,5.599333998337575,289.7974846688317,rice
94,40,38,25.940414613317152,71.91540225515278,6.022438524292732,287.0867454181376,rice
80,58,43,24.493760464511205,80.32760432830307,6.355488894819362,200.03366144706646,rice
88,51,41,26.20286435496912,76.94764296834339,5.739237089957791,224.78596502307371,rice
95,47,47,23.7116105398098,87.10467694528586,6.896006152713959,269.9259017168774,rice
80,36,39,25.68993730278157,70.22757645769109,6.5639372994195355,200.82135351603398,rice
91,35,37,26.92382371974409,70.0613736284447,6.1700954451202765,280.4195350264404,rice
80,37,49,25.800736504795342,82.63312085806274,5.8955168092474395,298.8552053809936,rice
97,52,35,29.604828316296736,79.56623471641535,5.803122204313555,281.46403800295275,rice
98,52,45,22.658791970354045,86.12174691740168,6.057428631619104,212.49333645020064,rice
86,53,35,24.20892820087204,85.52283636747896,6.240907240758685,261.27336354646775,rice
92,53,46,29.88884741146684,75.52520291687246,5.956120498616395,275.9766750713164,rice
96,45,39,22.15630593601717,80.0356480256824,6.069622218432631,268.8856513497267,rice
96,47,35,24.21273258246023,88.04740787290598,6.301386119843274,292.7301568296093,rice
90,38,36,23.685393551759248,77.17427341220429,6.365453866533368,239.72456057933618,rice
89,40,45,29.06974029092655,78.51970721198578,6.515588696464267,263.018641555248,rice
89,49,36,27.02389384027691,71.99855968110727,6.975145626233962,259.7083746674934,rice
84,35,45,26.744157880151683,77.66687473772555,5.512748210498055,297.9233341360641,rice
94,51,36,28.79773103689093,75.69719571223463,6.034814492391668,228.47982337280195,rice
87,36,37,28.205808179583766,78.76226671995151,6.664186948751499,228.87763578291936,rice
89,48,44,27.76548551552342,79.48985249384022,6.758990652547199,275.2725082049825,rice
82,38,40,23.65162760547326,86.5927392831032,5.953558703147808,285.33454794670666,rice
84,40,38,28.67061735130714,87.32543645367275,5.684170683475659,293.3436247268661,rice
93,43,35,22.754586260524587,84.72979632558813,5.983065484250605,229.43618034231585,rice
